cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid,mort_all,mort_sem_excl,tmp,custo_saida,pct_alta_complex,pct_covid_qtde,pct_covid_valor,faixa_complex_barcelona,pont_barcelona
2080273,2023,,OSS,Grande Porte,337,335,261,259,76,76,91241,20028,96.51557624160364,72.19899062725307,354780,Santo Andre,05 HOSPITAL GERAL,N/A,1,14234.0,1008.0,1008.0,91241.0,37269627.609999925,3624.0,0.0,0.0,0.0,5150,0,0.07081635520584516,0.07081635520584516,6.410074469579879,2618.3523682731434,0.2546016580019671,,,5.0,651.0
2080281,2023,,Filantrópico,Médio Porte,58,58,58,58,0,0,2929,0,13.835616438356164,0.0,351900,Herculandia,05 HOSPITAL GERAL,N/A,1,871.0,14.0,14.0,2929.0,331029.01000000007,0.0,0.0,0.0,0.0,387,0,0.016073478760045924,0.016073478760045924,3.362801377726751,380.0562686567165,0.0,,,2.0,60.0
2080338,2023,,OSS,Grande Porte,319,319,273,273,46,46,102389,12962,102.75377590446084,77.20071471113758,351880,Guarulhos,05 HOSPITAL GERAL,N/A,1,17483.0,1349.0,1349.0,102389.0,21300695.159999955,650.0,0.0,0.0,0.0,4509,0,0.07716067036549791,0.07716067036549791,5.85648916089916,1218.366136246637,0.03717897386032146,,,4.0,526.0
2080346,2023,,Público Municipal,Grande Porte,392,385,310,310,82,75,108604,18321,95.98232434821034,66.92602739726027,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,10203.0,1122.0,1122.0,108604.0,24362078.32000003,437.0,0.0,0.0,0.0,4152,0,0.10996765657159659,0.10996765657159659,10.644320297951582,2387.7367754582015,0.04283054003724395,,,5.0,697.0
2080354,2023,,Filantrópico,Grande Porte,157,75,139,66,18,9,11865,2519,49.25280199252802,76.68188736681887,354850,Santos,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,1922.0,212.0,212.0,11865.0,3951703.1199999982,274.0,0.0,0.0,0.0,874,0,0.11030176899063475,0.11030176899063475,6.173257023933402,2056.037003121747,0.1425598335067638,,,3.0,126.0
2080362,2023,,Filantrópico,HPP,36,4,36,4,0,0,1126,0,77.12328767123287,0.0,352070,Indiapora,05 HOSPITAL GERAL,N/A,1,373.0,4.0,4.0,1126.0,154310.54999999987,0.0,0.0,0.0,0.0,274,0,0.010723860589812333,0.010723860589812333,3.0187667560321714,413.701206434316,0.0,,,2.0,35.0
2080370,2023,,Filantrópico,Médio Porte,54,46,54,46,0,0,3830,0,22.81119714115545,0.0,353890,Pirajui,05 HOSPITAL GERAL,N/A,1,1639.0,114.0,114.0,3830.0,784761.1100000013,0.0,0.0,0.0,0.0,733,0,0.06955460646735814,0.06955460646735814,2.336790726052471,478.8048261134846,0.0,,,2.0,79.0
2080400,2023,,Filantrópico,Grande Porte,151,100,131,91,20,9,26924,3258,81.05976215565256,99.17808219178082,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,6841.0,528.0,528.0,26924.0,13482449.800000021,1229.0,0.0,0.0,0.0,2829,0,0.07718169858207864,0.07718169858207864,3.935681917848268,1970.8302587341063,0.1796520976465429,,,3.0,218.0
2080427,2023,,Público Municipal,Médio Porte,79,79,69,69,10,10,19932,2430,79.14234663490173,66.57534246575342,351880,Guarulhos,07 HOSPITAL ESPECIALIZADO,001 PEDIATRIA,1,4429.0,27.0,27.0,19932.0,3550693.779999999,30.0,0.0,0.0,0.0,781,0,0.006096184240234816,0.006096184240234816,4.500338676902235,801.6919801309548,0.006773538044705351,,,3.0,164.0
2080443,2023,,Filantrópico,Médio Porte,68,42,58,42,10,0,3784,0,24.683626875407697,0.0,355010,Sao Manuel,05 HOSPITAL GERAL,N/A,1,1206.0,62.0,62.0,3784.0,477474.1399999997,0.0,0.0,0.0,0.0,509,0,0.05140961857379768,0.05140961857379768,3.1376451077943615,395.9155389718074,0.0,,,3.0,130.0
2080451,2023,,Filantrópico,HPP,50,43,50,43,0,0,2454,0,15.635552723797387,0.0,352130,Ipua,05 HOSPITAL GERAL,N/A,1,669.0,16.0,16.0,2454.0,323133.93,0.0,0.0,0.0,0.0,409,0,0.02391629297458894,0.02391629297458894,3.6681614349775784,483.01035874439464,0.0,,,3.0,116.0
2080478,2023,,Filantrópico,Médio Porte,64,55,64,55,0,0,2397,0,11.940224159402241,0.0,353700,Pedregulho,05 HOSPITAL GERAL,N/A,1,846.0,17.0,17.0,2397.0,364876.6799999996,0.0,0.0,0.0,0.0,425,0,0.02009456264775414,0.02009456264775414,2.8333333333333335,431.2963120567371,0.0,,,2.0,109.0
2080508,2023,,Filantrópico,HPP,18,16,18,16,0,0,3392,0,58.082191780821915,0.0,350130,Alvares Machado,05 HOSPITAL GERAL,N/A,1,860.0,57.0,57.0,3392.0,314383.0300000001,0.0,0.0,0.0,0.0,445,0,0.06627906976744186,0.06627906976744186,3.944186046511628,365.56166279069777,0.0,,,2.0,16.0
2080524,2023,,Filantrópico,HPP,40,31,40,31,0,0,1950,0,17.23376049491825,0.0,354240,Regente Feijo,05 HOSPITAL GERAL,N/A,1,686.0,27.0,27.0,1950.0,246094.88000000035,0.0,0.0,0.0,0.0,481,0,0.03935860058309038,0.03935860058309038,2.8425655976676385,358.7388921282804,0.0,,,2.0,42.0
2080532,2023,,Filantrópico,Grande Porte,192,89,167,79,25,10,26617,3454,92.30795907750998,94.63013698630137,354140,Presidente Prudente,05 HOSPITAL GERAL,N/A,1,5129.0,400.0,400.0,26617.0,14224914.459999995,849.0,0.0,0.0,0.0,2060,0,0.07798791187365958,0.07798791187365958,5.189510625852993,2773.4284382920637,0.16552934295184246,,,3.0,208.0
2080575,2023,,Filantrópico,Especial,887,252,644,187,243,65,14462,6213,21.188191341293678,26.187565858798735,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,2870.0,52.0,52.0,14462.0,26178012.340000037,2423.0,0.0,0.0,0.0,707,0,0.018118466898954706,0.018118466898954706,5.0390243902439025,9121.258655052277,0.8442508710801394,,,5.0,587.0
2080583,2023,,Público Municipal,Grande Porte,207,193,161,161,46,32,58712,9568,99.9098102612099,81.91780821917808,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,9489.0,482.0,482.0,58712.0,12555691.109999979,7.0,0.0,0.0,0.0,2532,0,0.05079565813046685,0.05079565813046685,6.187374855095373,1323.1838033512465,0.0007376962799030457,,,4.0,372.0
2080605,2023,,Filantrópico,HPP,20,13,20,13,0,0,381,0,8.02950474183351,0.0,355470,Torrinha,05 HOSPITAL GERAL,N/A,1,102.0,15.0,15.0,381.0,32963.48999999998,0.0,0.0,0.0,0.0,75,0,0.14705882352941177,0.14705882352941177,3.735294117647059,323.17147058823514,0.0,,,2.0,15.0
2080621,2023,,Filantrópico,HPP,26,19,26,19,0,0,1435,0,20.69214131218457,0.0,354000,Pompeia,05 HOSPITAL GERAL,N/A,1,392.0,39.0,39.0,1435.0,185938.06999999998,0.0,0.0,0.0,0.0,252,0,0.09948979591836735,0.09948979591836735,3.6607142857142856,474.33181122448974,0.0,,,2.0,48.0
2080664,2023,,Filantrópico,Grande Porte,158,142,126,110,32,32,30777,9579,76.65504358655043,82.01198630136986,355500,Tupa,05 HOSPITAL GERAL,N/A,1,7502.0,510.0,510.0,30777.0,10572461.240000019,207.0,0.0,0.0,0.0,2499,0,0.06798187150093309,0.06798187150093309,4.102505998400426,1409.2856891495626,0.02759264196214343,,,4.0,321.0
2080680,2023,,OSS,Grande Porte,324,314,285,285,39,29,94979,9535,91.30401345830329,90.08030231459612,353060,Mogi Das Cruzes,05 HOSPITAL GERAL,N/A,1,14398.0,1489.0,1489.0,94979.0,27419723.840000115,2297.0,0.0,0.0,0.0,5092,0,0.10341714126962077,0.10341714126962077,6.596680094457564,1904.4119905542516,0.15953604667314905,,,4.0,458.0
2080699,2023,,Privado,Grande Porte,220,1,177,0,43,1,10,1,0.0,0.273972602739726,353870,Piracicaba,05 HOSPITAL GERAL,N/A,1,1.0,0.0,0.0,10.0,2858.63,1.0,0.0,0.0,0.0,1,0,0.0,0.0,10.0,2858.63,1.0,,,2.0,36.0
2080737,2023,,Filantrópico,HPP,45,27,45,27,0,0,882,0,8.949771689497718,0.0,351660,Galia,05 HOSPITAL GERAL,N/A,1,126.0,9.0,9.0,882.0,57894.59999999998,0.0,0.0,0.0,0.0,85,0,0.07142857142857142,0.07142857142857142,7.0,459.4809523809522,0.0,,,2.0,31.0
2080745,2023,,Filantrópico,HPP,35,25,35,25,0,0,2908,0,31.86849315068493,0.0,354630,Santa Cruz Das Palmeiras,05 HOSPITAL GERAL,N/A,1,1235.0,49.0,49.0,2908.0,557128.9299999991,0.0,0.0,0.0,0.0,660,0,0.03967611336032389,0.03967611336032389,2.354655870445344,451.1165425101207,0.0,,,2.0,79.0
2080788,2023,,Público Municipal,HPP,48,48,48,48,0,0,14016,0,80.0,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,3208.0,372.0,372.0,14016.0,2097815.2299999953,0.0,0.0,0.0,0.0,1276,0,0.11596009975062344,0.11596009975062344,4.369077306733167,653.932428304238,0.0,,,2.0,69.0
2080826,2023,,Filantrópico,HPP,50,35,50,35,0,0,3638,0,28.477495107632095,0.0,352190,Itajobi,05 HOSPITAL GERAL,N/A,1,544.0,34.0,34.0,3638.0,185066.3199999999,0.0,0.0,0.0,0.0,287,0,0.0625,0.0625,6.6875,340.1954411764704,0.0,,,2.0,41.0
2080842,2023,,Filantrópico,HPP,30,25,30,25,0,0,6944,0,76.0986301369863,0.0,351000,Candido Mota,05 HOSPITAL GERAL,N/A,1,2199.0,111.0,111.0,6944.0,1201087.599999998,0.0,0.0,0.0,0.0,1080,0,0.0504774897680764,0.0504774897680764,3.157798999545248,546.1971805366067,0.0,,,2.0,104.0
2080869,2023,,Filantrópico,HPP,24,18,24,18,0,0,535,0,8.143074581430746,0.0,353660,Paulo De Faria,05 HOSPITAL GERAL,N/A,1,178.0,8.0,8.0,535.0,66573.31999999996,0.0,0.0,0.0,0.0,128,0,0.0449438202247191,0.0449438202247191,3.00561797752809,374.00741573033685,0.0,,,2.0,22.0
2080915,2023,,Filantrópico,HPP,36,35,36,35,0,0,392,0,3.0684931506849313,0.0,350640,Bilac,05 HOSPITAL GERAL,N/A,1,134.0,6.0,6.0,392.0,39309.71999999996,0.0,0.0,0.0,0.0,103,0,0.04477611940298507,0.04477611940298507,2.925373134328358,293.35611940298475,0.0,,,2.0,39.0
2080923,2023,,Filantrópico,Médio Porte,138,86,129,79,9,7,14682,1925,50.91728801803364,75.34246575342466,354970,Sao Jose Do Rio Pardo,05 HOSPITAL GERAL,N/A,1,4379.0,275.0,275.0,14682.0,4352073.119999998,75.0,0.0,0.0,0.0,2235,0,0.06279972596483216,0.06279972596483216,3.3528202786024206,993.8509065996799,0.01712719799040877,,,3.0,171.0
2080931,2023,,Filantrópico,Grande Porte,270,169,225,129,45,40,56023,13732,118.98269087819901,94.05479452054794,354890,Sao Carlos,05 HOSPITAL GERAL,N/A,1,14299.0,766.0,766.0,56023.0,28127392.96999996,1804.0,0.0,0.0,0.0,5701,0,0.05357017973284845,0.05357017973284845,3.917966291349045,1967.0881159521618,0.12616266871809217,,,4.0,413.0
2080958,2023,,Filantrópico,HPP,43,29,43,29,0,0,4709,0,44.487482286254135,0.0,353530,Palmital,05 HOSPITAL GERAL,N/A,1,2022.0,72.0,72.0,4709.0,1109173.3600000015,0.0,0.0,0.0,0.0,978,0,0.03560830860534125,0.03560830860534125,2.3288822947576655,548.5526013847683,0.0,,,2.0,108.0
2080966,2023,,Filantrópico,Médio Porte,51,45,51,45,0,0,1784,0,10.861491628614916,0.0,351520,Estrela D'Oeste,05 HOSPITAL GERAL,N/A,1,457.0,21.0,21.0,1784.0,201168.55,0.0,0.0,0.0,0.0,284,0,0.045951859956236324,0.045951859956236324,3.903719912472648,440.19376367614876,0.0,,,2.0,39.0
2080982,2023,,Filantrópico,HPP,24,21,24,21,0,0,796,0,10.384866275277234,0.0,351190,Clementina,05 HOSPITAL GERAL,N/A,1,210.0,15.0,15.0,796.0,75772.93999999997,0.0,0.0,0.0,0.0,157,0,0.07142857142857142,0.07142857142857142,3.7904761904761903,360.8235238095237,0.0,,,2.0,23.0
2080990,2023,,Filantrópico,Grande Porte,163,80,163,80,0,0,22238,0,76.15753424657534,0.0,352900,Marilia,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,1139.0,0.0,0.0,22238.0,1301154.6999999995,0.0,0.0,0.0,0.0,114,0,0.0,0.0,19.52414398595259,1142.3658472344157,0.0,,,2.0,70.0
2081059,2023,,Público Municipal,Médio Porte,97,93,83,79,14,14,29914,3201,103.74198023235651,62.64187866927593,353650,Paulinia,05 HOSPITAL GERAL,N/A,1,6869.0,320.0,320.0,29914.0,6292993.960000004,72.0,0.0,0.0,0.0,2549,0,0.04658611151550444,0.04658611151550444,4.35492793710875,916.1441199592377,0.0104818750909885,,,3.0,207.0
2081083,2023,,OSS,Médio Porte,112,68,95,58,17,10,18938,3816,89.45677846008502,104.54794520547945,350400,Assis,05 HOSPITAL GERAL,N/A,1,5773.0,222.0,222.0,18938.0,7969022.739999995,3.0,0.0,0.0,0.0,2067,0,0.038454876147583576,0.038454876147583576,3.280443443616837,1380.3954165944906,0.0005196604884808592,,,3.0,175.0
2081091,2023,,Público Municipal,Médio Porte,97,97,87,87,10,10,17428,3132,54.882695638482126,85.8082191780822,352260,Itapira,05 HOSPITAL GERAL,N/A,1,4047.0,348.0,348.0,17428.0,5623017.880000002,20.0,0.0,0.0,0.0,2204,0,0.08598962194217939,0.08598962194217939,4.306399802322709,1389.4286829750438,0.004941932295527552,,,3.0,210.0
2081105,2023,,Filantrópico,Médio Porte,55,31,55,31,0,0,2046,0,18.08219178082192,0.0,355630,Valparaiso,05 HOSPITAL GERAL,N/A,1,747.0,24.0,24.0,2046.0,397067.29,0.0,0.0,0.0,0.0,342,0,0.0321285140562249,0.0321285140562249,2.7389558232931726,531.549250334672,0.0,,,2.0,84.0
2081113,2023,,Privado,Médio Porte,61,6,57,6,4,0,52,0,2.374429223744292,0.0,354390,Rio Claro,05 HOSPITAL GERAL,N/A,1,53.0,0.0,0.0,52.0,41523.17000000001,0.0,0.0,0.0,0.0,24,0,0.0,0.0,0.9811320754716981,783.4560377358493,0.0,,,2.0,30.0
2081164,2023,,Filantrópico,Médio Porte,99,79,75,59,24,20,17740,5051,82.37752495936847,69.1917808219178,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,2414.0,227.0,227.0,17740.0,5161421.960000007,0.0,0.0,0.0,0.0,905,0,0.0940347970173985,0.0940347970173985,7.348798674399337,2138.120115990061,0.0,,,3.0,229.0
2081202,2023,,Público Municipal,HPP,42,42,42,42,0,0,10456,0,68.2061317677756,0.0,354330,Ribeirao Pires,05 HOSPITAL GERAL,N/A,1,2111.0,119.0,119.0,10456.0,1303845.870000001,0.0,0.0,0.0,0.0,559,0,0.056371387967787775,0.056371387967787775,4.953102794883941,617.643709142587,0.0,,,2.0,47.0
2081229,2023,,Filantrópico,HPP,32,26,32,26,0,0,1485,0,15.64805057955743,0.0,353600,Parapua,05 HOSPITAL GERAL,N/A,1,354.0,6.0,6.0,1485.0,117450.37999999984,0.0,0.0,0.0,0.0,246,0,0.01694915254237288,0.01694915254237288,4.194915254237288,331.7807344632764,0.0,,,2.0,30.0
2081237,2023,,Filantrópico,HPP,23,20,23,20,0,0,765,0,10.479452054794521,0.0,354380,Rinopolis,05 HOSPITAL GERAL,N/A,1,206.0,13.0,13.0,765.0,80073.49999999993,0.0,0.0,0.0,0.0,129,0,0.06310679611650485,0.06310679611650485,3.7135922330097086,388.7063106796113,0.0,,,2.0,25.0
2081245,2023,,Filantrópico,HPP,22,20,22,20,0,0,1159,0,15.876712328767123,0.0,355230,Sud Mennucci,05 HOSPITAL GERAL,N/A,1,300.0,0.0,0.0,1159.0,156463.72999999986,0.0,0.0,0.0,0.0,174,0,0.0,0.0,3.8633333333333333,521.5457666666662,0.0,,,2.0,47.0
2081253,2023,,Filantrópico,Grande Porte,172,117,154,100,18,17,25702,5918,70.41643835616438,95.37469782433521,350330,Araras,05 HOSPITAL GERAL,N/A,1,5610.0,441.0,440.0,25702.0,10798119.340000039,596.0,0.0,0.0,0.0,2336,0,0.0786096256684492,0.0784313725490196,4.581461675579322,1924.7984563279927,0.10623885918003564,,,4.0,259.0
2081261,2023,,Filantrópico,Médio Porte,54,39,54,39,0,0,7309,0,51.34527572883737,0.0,350700,Boituva,05 HOSPITAL GERAL,N/A,1,2776.0,95.0,95.0,7309.0,1498990.8600000003,0.0,0.0,0.0,0.0,1273,0,0.03422190201729106,0.03422190201729106,2.6329250720461097,539.9822982708935,0.0,,,2.0,94.0
2081288,2023,,Filantrópico,Grande Porte,292,5,227,5,65,0,22,0,1.2054794520547945,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,5.0,0.0,0.0,22.0,3611.0499999999997,0.0,0.0,0.0,0.0,5,0,0.0,0.0,4.4,722.2099999999999,0.0,,,2.0,25.0
2081296,2023,,Filantrópico,HPP,32,21,32,21,0,0,1207,0,15.746901500326159,0.0,350930,Cajobi,05 HOSPITAL GERAL,N/A,1,489.0,4.0,4.0,1207.0,209313.04999999973,0.0,0.0,0.0,0.0,264,0,0.0081799591002045,0.0081799591002045,2.4683026584867074,428.04304703476424,0.0,,,2.0,31.0
2081342,2023,,Filantrópico,HPP,20,10,20,10,0,0,1867,0,51.15068493150685,0.0,355600,Urupes,05 HOSPITAL GERAL,N/A,1,392.0,32.0,32.0,1867.0,185815.3599999999,0.0,0.0,0.0,0.0,191,0,0.08163265306122448,0.08163265306122448,4.762755102040816,474.0187755102038,0.0,,,2.0,66.0
2081350,2023,,Filantrópico,Médio Porte,68,49,68,49,0,0,6193,0,34.62678221973721,0.0,353880,Piraju,05 HOSPITAL GERAL,N/A,1,1961.0,138.0,138.0,6193.0,939381.3499999996,0.0,0.0,0.0,0.0,808,0,0.07037225905150434,0.07037225905150434,3.1580826109127997,479.03179500254953,0.0,,,2.0,80.0
2081377,2023,,Filantrópico,Grande Porte,214,141,184,120,30,21,39434,6492,90.03196347031964,84.69667318982387,355710,Votuporanga,05 HOSPITAL GERAL,N/A,1,9346.0,563.0,563.0,39434.0,17215294.199999984,836.0,0.0,0.0,0.0,3153,0,0.060239674727156,0.060239674727156,4.219345174406163,1841.9959554889776,0.08945003209929382,,,4.0,284.0
2081385,2023,,Filantrópico,HPP,48,30,48,30,0,0,4282,0,39.10502283105023,0.0,355510,Tupi Paulista,05 HOSPITAL GERAL,N/A,1,1031.0,84.0,84.0,4282.0,546424.5000000002,0.0,0.0,0.0,0.0,537,0,0.08147429679922405,0.08147429679922405,4.153249272550921,529.9946653734241,0.0,,,2.0,59.0
2081393,2023,,Filantrópico,HPP,49,33,49,33,0,0,3701,0,30.726442507264426,0.0,355160,Serra Negra,05 HOSPITAL GERAL,N/A,1,1163.0,87.0,87.0,3701.0,484493.25999999925,1.0,0.0,0.0,0.0,671,0,0.07480653482373173,0.07480653482373173,3.182287188306105,416.589217540842,0.0008598452278589854,,,3.0,114.0
2081407,2023,,Público Municipal,HPP,17,17,17,17,0,0,1720,0,27.719580983078163,0.0,352520,Jarinu,15 UNIDADE MISTA,#N/A,1,410.0,25.0,25.0,1720.0,91760.94999999978,0.0,0.0,0.0,0.0,240,0,0.06097560975609756,0.06097560975609756,4.195121951219512,223.80719512195068,0.0,,,,
2081431,2023,,Filantrópico,HPP,36,30,36,30,0,0,2417,0,22.073059360730593,0.0,352740,Lucelia,05 HOSPITAL GERAL,N/A,1,521.0,65.0,65.0,2417.0,200980.45000000004,0.0,0.0,0.0,0.0,295,0,0.12476007677543186,0.12476007677543186,4.63915547024952,385.7590211132438,0.0,,,2.0,26.0
2081458,2023,,Filantrópico,Grande Porte,236,189,178,142,58,47,56611,12607,109.22438742041288,73.4887787816963,352690,Limeira,05 HOSPITAL GERAL,N/A,1,12854.0,771.0,771.0,56611.0,34229813.77999993,1964.0,0.0,0.0,0.0,4231,0,0.05998132876925471,0.05998132876925471,4.4041543488408275,2662.969797728328,0.1527929049323168,,,4.0,431.0
2081466,2023,,Filantrópico,Grande Porte,216,168,216,168,0,0,53978,0,88.02674494455316,0.0,352450,Jaci,05 HOSPITAL GERAL,N/A,1,2277.0,12.0,12.0,53978.0,4180154.4700000077,0.0,0.0,0.0,0.0,240,0,0.005270092226613966,0.005270092226613966,23.705753184014053,1835.8166315327219,0.0,,,3.0,202.0
2081482,2023,,Filantrópico,Médio Porte,79,62,69,54,10,8,12212,1032,61.9583967529173,35.342465753424655,350950,Campinas,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,2568.0,22.0,22.0,12212.0,3144437.4899999998,810.0,0.0,0.0,0.0,475,0,0.008566978193146417,0.008566978193146417,4.755451713395638,1224.4694275700933,0.31542056074766356,,,3.0,167.0
2081490,2023,,Público Municipal,Grande Porte,213,209,179,179,34,30,68780,9617,105.27282467283997,87.82648401826484,350950,Campinas,05 HOSPITAL GERAL,N/A,1,11548.0,727.0,727.0,68780.0,24162350.750000026,1039.0,0.0,0.0,0.0,4538,0,0.06295462417734672,0.06295462417734672,5.956009698649117,2092.3407299965384,0.0899722895739522,,,4.0,392.0
2081512,2023,,Filantrópico,Médio Porte,144,102,105,79,39,23,26303,7344,91.2190046818103,87.48064324002382,351840,Guaratingueta,05 HOSPITAL GERAL,N/A,1,5594.0,346.0,345.0,26303.0,9347533.25000001,472.0,0.0,0.0,0.0,1973,0,0.06185198426885949,0.06167322130854487,4.702002145155523,1670.9927154093689,0.08437611726850197,,,3.0,219.0
2081520,2023,,Filantrópico,HPP,23,15,23,15,0,0,1536,0,28.054794520547944,0.0,351780,Guaracai,05 HOSPITAL GERAL,N/A,1,430.0,23.0,23.0,1536.0,192771.81999999995,0.0,0.0,0.0,0.0,296,0,0.053488372093023255,0.053488372093023255,3.572093023255814,448.3065581395348,0.0,,,2.0,42.0
2081555,2023,,Filantrópico,Médio Porte,80,53,80,53,0,0,7688,0,39.74153528043422,0.0,352320,Itarare,05 HOSPITAL GERAL,N/A,1,4084.0,146.0,146.0,7688.0,2350159.18,1.0,0.0,0.0,0.0,1542,0,0.03574926542605289,0.03574926542605289,1.882468168462292,575.4552350636632,0.0002448579823702253,,,3.0,115.0
2081563,2023,,Privado,Médio Porte,99,50,99,50,0,0,14183,0,77.71506849315068,0.0,351518,Espirito Santo Do Pinhal,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,640.0,0.0,0.0,14183.0,1028219.82,0.0,0.0,0.0,0.0,113,0,0.0,0.0,22.1609375,1606.5934687499998,0.0,,,2.0,47.0
2081571,2023,,Filantrópico,HPP,36,25,36,25,0,0,357,0,3.9123287671232876,0.0,354420,Riolandia,05 HOSPITAL GERAL,N/A,1,92.0,4.0,4.0,357.0,27635.51,0.0,0.0,0.0,0.0,77,0,0.043478260869565216,0.043478260869565216,3.880434782608696,300.38597826086954,0.0,,,2.0,27.0
2081598,2023,,Filantrópico,HPP,16,15,16,15,0,0,1082,0,19.76255707762557,0.0,355360,Tapiratiba,05 HOSPITAL GERAL,N/A,1,347.0,17.0,17.0,1082.0,203243.57999999987,0.0,0.0,0.0,0.0,237,0,0.04899135446685879,0.04899135446685879,3.118155619596542,585.7163688760803,0.0,,,2.0,53.0
2081644,2023,,Filantrópico,Grande Porte,161,94,128,77,33,17,6280,2924,22.344778509162072,47.12328767123287,351840,Guaratingueta,05 HOSPITAL GERAL,N/A,1,692.0,93.0,93.0,6280.0,2503282.8400000026,0.0,0.0,0.0,0.0,451,0,0.13439306358381503,0.13439306358381503,9.07514450867052,3617.4607514450904,0.0,,,3.0,216.0
2081652,2023,,Filantrópico,HPP,28,19,28,19,0,0,1599,0,23.05695746214852,0.0,351690,General Salgado,05 HOSPITAL GERAL,N/A,1,393.0,16.0,16.0,1599.0,188928.49000000014,0.0,0.0,0.0,0.0,217,0,0.04071246819338423,0.04071246819338423,4.068702290076335,480.73407124681967,0.0,,,2.0,21.0
2081660,2023,,Filantrópico,HPP,49,28,49,28,0,0,2074,0,20.29354207436399,0.0,352090,Ipaussu,05 HOSPITAL GERAL,N/A,1,561.0,37.0,37.0,2074.0,235553.91999999975,0.0,0.0,0.0,0.0,306,0,0.0659536541889483,0.0659536541889483,3.696969696969697,419.88221033868047,0.0,,,2.0,57.0
2081695,2023,,OSS,Grande Porte,421,405,355,350,66,55,123905,17513,96.99021526418787,87.23785803237858,355220,Sorocaba,05 HOSPITAL GERAL,N/A,1,17385.0,1328.0,1328.0,123905.0,37297336.98000013,1873.0,0.0,0.0,0.0,5860,0,0.07638769053781996,0.07638769053781996,7.127121081392005,2145.374574633312,0.10773655450100661,,,5.0,675.0
2081717,2023,,Filantrópico,HPP,40,25,40,25,0,0,3388,0,37.12876712328767,0.0,351370,Descalvado,05 HOSPITAL GERAL,N/A,1,1412.0,73.0,73.0,3388.0,1030226.3200000009,20.0,0.0,0.0,0.0,856,0,0.051699716713881017,0.051699716713881017,2.3994334277620397,729.6220396600572,0.014164305949008499,,,2.0,104.0
2081725,2023,,Direta,Grande Porte,224,207,224,207,0,0,51478,0,68.13314803785322,0.0,352710,Lins,05 HOSPITAL GERAL,N/A,1,2071.0,10.0,10.0,51478.0,3549711.0700000003,0.0,0.0,0.0,0.0,170,0,0.004828585224529213,0.004828585224529213,24.856591018831484,1714.0082423949784,0.0,,,3.0,186.0
2081733,2023,,Filantrópico,Médio Porte,70,20,70,20,0,0,5613,0,76.89041095890411,0.0,350160,Americana,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,267.0,0.0,0.0,5613.0,381415.4700000001,0.0,0.0,0.0,0.0,93,0,0.0,0.0,21.02247191011236,1428.5223595505622,0.0,,,2.0,17.0
2081768,2023,,Filantrópico,HPP,44,35,44,35,0,0,2719,0,21.283757338551858,0.0,350420,Auriflama,05 HOSPITAL GERAL,N/A,1,1353.0,46.0,46.0,2719.0,903476.4599999994,0.0,0.0,0.0,0.0,499,0,0.03399852180339985,0.03399852180339985,2.009608277900961,667.7579157427933,0.0,,,2.0,64.0
2081784,2023,,Filantrópico,HPP,41,35,41,35,0,0,3016,0,23.608610567514678,0.0,350790,Brotas,05 HOSPITAL GERAL,N/A,1,659.0,36.0,36.0,3016.0,370804.00999999867,0.0,0.0,0.0,0.0,313,0,0.054628224582701064,0.054628224582701064,4.576631259484067,562.6767981790572,0.0,,,2.0,65.0
2081792,2023,,Filantrópico,HPP,15,10,15,10,0,0,178,0,4.876712328767123,0.0,352810,Macaubal,05 HOSPITAL GERAL,N/A,1,55.0,10.0,10.0,178.0,22626.570000000007,0.0,0.0,0.0,0.0,50,0,0.18181818181818182,0.18181818181818182,3.2363636363636363,411.39218181818194,0.0,,,2.0,10.0
2081806,2023,,Público Municipal,HPP,22,19,22,19,0,0,187,0,2.6964671953857247,0.0,350110,Alto Alegre,05 HOSPITAL GERAL,N/A,1,44.0,3.0,3.0,187.0,16221.93,0.0,0.0,0.0,0.0,37,0,0.06818181818181818,0.06818181818181818,4.25,368.6802272727273,0.0,,,2.0,18.0
